gender,divorced,married,single,login_computer,login_mobile,login_phone,order_fashion,order_grocery,order_laptop,order_phone,order_mobile _phone,order_others,payment_cc,payment_cod,payment_cash,payment_credit,payment_debit,payment_ewallet,payment_upi,churn,tenure,city_tier,distance,hour_spend,device_registered,satisfaction_score,number_address,complain,order_lastyear,coupon_used,order_count,days_lastorder,cashback_amount
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,1.0,8.0,3.0,4.0,2.0,10.0,0.0,23.0,1.0,11.0,8.0,268.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,1.0,27.0,3.0,2.0,5.0,2.0,1.0,12.0,0.0,1.0,7.0,136.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,8.0,2.0,3.0,4.0,6.0,0.0,11.0,1.0,1.0,2.0,144.0
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1.0,27.0,2.0,3.0,3.0,3.0,0.0,16.0,0.0,1.0,2.0,153.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,1.0,8.0,2.0,3.0,3.0,10.0,0.0,14.0,0.0,1.0,0.0,166.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,35.0,2.0,3.0,2.0,4.0,0.0,18.0,0.0,1.0,7.0,163.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,2.0,4.0,5.0,6.0,0.0,19.0,0.0,2.0,0.0,143.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,24.0,3.0,3.0,2.0,2.0,1.0,15.0,0.0,1.0,7.0,168.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,16.0,2.0,3.0,3.0,2.0,1.0,17.0,2.0,2.0,0.0,138.0
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,1.0,25.0,3.0,3.0,2.0,9.0,1.0,15.0,1.0,3.0,7.0,127.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,35.0,3.0,3.0,5.0,8.0,1.0,19.0,0.0,1.0,0.0,167.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,33.0,2.0,3.0,2.0,2.0,0.0,22.0,1.0,1.0,9.0,176.0
1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,2.0,2.0,4.0,2.0,1.0,16.0,0.0,2.0,2.0,123.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,24.0,3.0,3.0,2.0,2.0,0.0,13.0,1.0,1.0,7.0,122.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,13.0,1.0,15.0,3.0,4.0,2.0,10.0,0.0,14.0,1.0,1.0,2.0,149.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,19.0,1.0,6.0,3.0,3.0,5.0,8.0,0.0,16.0,0.0,1.0,3.0,194.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,10.0,2.0,5.0,2.0,2.0,0.0,11.0,7.0,9.0,8.0,204.0
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,2.0,4.0,3.0,2.0,0.0,22.0,2.0,5.0,8.0,185.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,26.0,2.0,3.0,3.0,2.0,0.0,14.0,1.0,1.0,7.0,200.0
1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,1.0,14.0,2.0,4.0,4.0,6.0,0.0,16.0,1.0,4.0,4.543490512868683,225.0
0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,14.0,2.0,3.0,5.0,6.0,1.0,11.0,1.0,1.0,4.0,127.0
0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,3.0,12.0,3.0,3.0,2.0,4.0,1.0,18.0,0.0,2.0,0.0,236.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,32.0,2.0,4.0,5.0,6.0,0.0,15.0,0.0,1.0,1.0,167.0
1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9.0,1.0,6.0,2.0,3.0,3.0,1.0,0.0,14.0,0.0,1.0,5.0,121.0
0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,12.0,2.0,4.0,2.0,7.0,0.0,12.0,12.0,12.0,8.0,189.0
0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,3.0,9.0,2.0,3.0,5.0,3.0,0.0,14.0,1.0,1.0,5.0,159.0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,11.0,3.0,3.0,4.0,9.0,0.0,16.0,0.0,3.0,7.0,159.0
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,14.0,2.0,4.0,4.0,7.0,0.0,21.0,0.0,1.0,1.0,126.0
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,17.0,2.0,3.0,2.0,2.0,1.0,14.0,0.0,1.0,4.543490512868683,222.0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,9.0,3.0,3.0,3.0,1.0,0.0,12.0,1.0,5.0,13.0,206.0
1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,6.0,2.0,5.0,3.0,1.0,0.0,12.0,1.0,1.0,4.0,143.0
